推荐电影：「美丽人生」,推荐原因：豆瓣电影Top250,豆瓣评分：9.5,电影类型：喜剧,上映年份：1997
推荐电影：「触不可及」,推荐原因：豆瓣电影Top250,豆瓣评分：9.2,电影类型：喜剧,上映年份：2011
推荐电影：「三傻大闹宝莱坞」,推荐原因：豆瓣电影Top250,豆瓣评分：9.2,电影类型：喜剧,上映年份：2009
推荐电影：「两杆大烟枪」,推荐原因：豆瓣电影Top250,豆瓣评分：9.1,电影类型：喜剧,上映年份：1998
推荐电影：「飞屋环游记」,推荐原因：豆瓣电影Top250,豆瓣评分：9.0,电影类型：喜剧,上映年份：2009
推荐电影：「罗马假日」,推荐原因：豆瓣电影Top250,豆瓣评分：9.0,电影类型：喜剧,上映年份：1953
推荐电影：「绿皮书」,推荐原因：豆瓣电影Top250,豆瓣评分：8.9,电影类型：喜剧,上映年份：2018
推荐电影：「7号房的礼物」,推荐原因：豆瓣电影Top250,豆瓣评分：8.9,电影类型：喜剧,上映年份：2013
推荐电影：「玛丽和马克思」,推荐原因：豆瓣电影Top250,豆瓣评分：8.9,电影类型：喜剧,上映年份：2009
推荐电影：「喜宴」,推荐原因：豆瓣电影Top250,豆瓣评分：8.9,电影类型：喜剧,上映年份：1993
推荐电影：「阳光姐妹淘」,推荐原因：豆瓣电影Top250,豆瓣评分：8.8,电影类型：喜剧,上映年份：2011
推荐电影：「让子弹飞」,推荐原因：豆瓣电影Top250,豆瓣评分：8.8,电影类型：喜剧,上映年份：2010
推荐电影：「幸福终点站」,推荐原因：豆瓣电影Top250,豆瓣评分：8.8,电影类型：喜剧,上映年份：2004
推荐电影：「菊次郎的夏天」,推荐原因：豆瓣电影Top250,豆瓣评分：8.8,电影类型：喜剧,上映年份：1999
推荐电影：「低俗小说」,推荐原因：豆瓣电影Top250,豆瓣评分：8.8,电影类型：喜剧,上映年份：1994
推荐电影：「纵横四海」,推荐原因：豆瓣电影Top250,豆瓣评分：8.8,电影类型：喜剧,上映年份：1991
推荐电影：「大佛普拉斯」,推荐原因：豆瓣电影Top250,豆瓣评分：8.7,电影类型：喜剧,上映年份：2017
推荐电影：「喜剧之王」,推荐原因：豆瓣电影Top250,豆瓣评分：8.7,电影类型：喜剧,上映年份：1999
推荐电影：「遗愿清单」,推荐原因：豆瓣电影Top250,豆瓣评分：8.6,电影类型：喜剧,上映年份：2007
推荐电影：「完美陌生人」,推荐原因：豆瓣电影Top250,豆瓣评分：8.5,电影类型：喜剧,上映年份：2016
推荐电影：「初恋这件小事」,推荐原因：豆瓣电影Top250,豆瓣评分：8.4,电影类型：喜剧,上映年份：2010
推荐电影：「驴得水」,推荐原因：豆瓣电影Top250,豆瓣评分：8.3,电影类型：喜剧,上映年份：2016
推荐电影：「荒蛮故事」,推荐原因：你标记的「想看」,豆瓣评分：8.8,电影类型：喜剧,上映年份：2014
推荐电影：「布达佩斯大饭店」,推荐原因：你标记的「想看」,豆瓣评分：8.8,电影类型：喜剧,上映年份：2014
推荐电影：「海盗电台」,推荐原因：你标记的「想看」,豆瓣评分：8.6,电影类型：喜剧,上映年份：2009
推荐电影：「热带鱼」,推荐原因：你标记的「想看」,豆瓣评分：8.6,电影类型：喜剧,上映年份：1995
推荐电影：「小萝莉的猴神大叔」,推荐原因：你标记的「想看」,豆瓣评分：8.4,电影类型：喜剧,上映年份：2015
推荐电影：「利刃出鞘」,推荐原因：你标记的「想看」,豆瓣评分：8.2,电影类型：喜剧,上映年份：2019
推荐电影：「真爱至上」,推荐原因：根据你喜欢的演员「凯拉」推荐,豆瓣评分：8.6,电影类型：喜剧,上映年份：2003
推荐电影：「迷失灵魂的素描像」,推荐原因：根据你喜欢的演员「凯拉」推荐,豆瓣评分：6.6,电影类型：喜剧,上映年份：2005
推荐电影：「我爱贝克汉姆」,推荐原因：根据你喜欢的演员「凯拉」推荐,豆瓣评分：6.5,电影类型：喜剧,上映年份：2002
推荐电影：「标准之外」,推荐原因：近期上映电影,豆瓣评分：8.3,电影类型：喜剧,上映年份：2019
推荐电影：「香港制造」,推荐原因：第17届香港电影金像奖最佳影片,豆瓣评分：8.2,电影类型：喜剧,上映年份：1997
推荐电影：「打擂台」,推荐原因：第30届香港电影金像奖最佳影片,豆瓣评分：7.1,电影类型：喜剧,上映年份：2010
推荐电影：「宝贝计划」,推荐原因：根据你喜欢的演员「古校长」推荐,豆瓣评分：7.4,电影类型：喜剧,上映年份：2006
推荐电影：「麦兜故事」,推荐原因：根据你喜欢的「麦兜·当当伴我心」推荐,豆瓣评分：8.5,电影类型：喜剧,上映年份：2001
推荐电影：「无名之辈」,推荐原因：根据你喜欢的「我不是药神」推荐,豆瓣评分：8.1,电影类型：喜剧,上映年份：2018
推荐电影：「两小无猜」,推荐原因：根据你喜欢的「志明与春娇」推荐,豆瓣评分：8.0,电影类型：喜剧,上映年份：2003
推荐电影：「他其实没那么喜欢你」,推荐原因：根据你喜欢的「志明与春娇」推荐,豆瓣评分：7.8,电影类型：喜剧,上映年份：2009
推荐电影：「手机」,推荐原因：根据你喜欢的「天下无贼」推荐,豆瓣评分：7.3,电影类型：喜剧,上映年份：2003
推荐电影：「一出好戏」,推荐原因：根据你喜欢的「我不是药神」推荐,豆瓣评分：7.1,电影类型：喜剧,上映年份：2018
推荐电影：「一条狗的使命2」,推荐原因：根据你喜欢的「宠爱」推荐,豆瓣评分：7.0,电影类型：喜剧,上映年份：2019
推荐电影：「乘风破浪」,推荐原因：根据你喜欢的「后会无期」推荐,豆瓣评分：6.8,电影类型：喜剧,上映年份：2017
推荐电影：「受益人」,推荐原因：根据你喜欢的「宠爱」推荐,豆瓣评分：6.6,电影类型：喜剧,上映年份：2019
推荐电影：「小小的愿望」,推荐原因：根据你喜欢的「宠爱」推荐,豆瓣评分：5.1,电影类型：喜剧,上映年份：2019
推荐电影：「骗中骗」,推荐原因：第46届奥斯卡金像奖,豆瓣评分：8.7,电影类型：喜剧,上映年份：1973
推荐电影：「桃色公寓」,推荐原因：第33届奥斯卡金像奖,豆瓣评分：8.7,电影类型：喜剧,上映年份：1960
推荐电影：「安妮·霍尔」,推荐原因：第50届奥斯卡金像奖,豆瓣评分：8.6,电影类型：喜剧,上映年份：1977
推荐电影：「艺术家」,推荐原因：第84届奥斯卡金像奖,豆瓣评分：8.4,电影类型：喜剧,上映年份：2011
推荐电影：「为黛西小姐开车」,推荐原因：第62届奥斯卡金像奖,豆瓣评分：8.2,电影类型：喜剧,上映年份：1989
推荐电影：「母女情深」,推荐原因：第56届奥斯卡金像奖,豆瓣评分：8.0,电影类型：喜剧,上映年份：1983
推荐电影：「鸟人」,推荐原因：第87届奥斯卡金像奖,豆瓣评分：7.9,电影类型：喜剧,上映年份：2014
推荐电影：「与我同行」,推荐原因：第17届奥斯卡金像奖,豆瓣评分：7.5,电影类型：喜剧,上映年份：1944
推荐电影：「莎翁情史」,推荐原因：第71届奥斯卡金像奖,豆瓣评分：7.3,电影类型：喜剧,上映年份：1998
上映年份：2011,,,,
推荐电影「让子弹飞」,,,,
推荐原因：豆瓣电影Top250,,,,
豆瓣评分：8.8,,,,
电影类型：喜剧,,,,
上映年份：2010,,,,
推荐电影「幸福终点站」,,,,
推荐原因：豆瓣电影Top250,,,,
豆瓣评分：8.8,,,,
电影类型：喜剧,,,,
上映年份：2004,,,,
推荐电影「菊次郎的夏天」,,,,
推荐原因：豆瓣电影Top250,,,,
豆瓣评分：8.8,,,,
电影类型：喜剧,,,,
上映年份：1999,,,,
推荐电影「低俗小说」,,,,
推荐原因：豆瓣电影Top250,,,,
豆瓣评分：8.8,,,,
电影类型：喜剧,,,,
上映年份：1994,,,,
推荐电影「纵横四海」,,,,
推荐原因：豆瓣电影Top250,,,,
豆瓣评分：8.8,,,,
电影类型：喜剧,,,,
上映年份：1991,,,,
推荐电影「大佛普拉斯」,,,,
推荐原因：豆瓣电影Top250,,,,
豆瓣评分：8.7,,,,
电影类型：喜剧,,,,
上映年份：2017,,,,
推荐电影「喜剧之王」,,,,
推荐原因：豆瓣电影Top250,,,,
豆瓣评分：8.7,,,,
电影类型：喜剧,,,,
上映年份：1999,,,,
推荐电影「遗愿清单」,,,,
推荐原因：豆瓣电影Top250,,,,
豆瓣评分：8.6,,,,
电影类型：喜剧,,,,
上映年份：2007,,,,
推荐电影「完美陌生人」,,,,
推荐原因：豆瓣电影Top250,,,,
豆瓣评分：8.5,,,,
电影类型：喜剧,,,,
上映年份：2016,,,,
推荐电影「初恋这件小事」,,,,
推荐原因：豆瓣电影Top250,,,,
豆瓣评分：8.4,,,,
电影类型：喜剧,,,,
上映年份：2010,,,,
推荐电影「驴得水」,,,,
推荐原因：豆瓣电影Top250,,,,
豆瓣评分：8.3,,,,
电影类型：喜剧,,,,
上映年份：2016,,,,
推荐电影「荒蛮故事」,,,,
推荐原因：你标记的「想看」,,,,
豆瓣评分：8.8,,,,
电影类型：喜剧,,,,
上映年份：2014,,,,
推荐电影「布达佩斯大饭店」,,,,
推荐原因：你标记的「想看」,,,,
豆瓣评分：8.8,,,,
电影类型：喜剧,,,,
上映年份：2014,,,,
推荐电影「海盗电台」,,,,
推荐原因：你标记的「想看」,,,,
豆瓣评分：8.6,,,,
电影类型：喜剧,,,,
上映年份：2009,,,,
推荐电影「热带鱼」,,,,
推荐原因：你标记的「想看」,,,,
豆瓣评分：8.6,,,,
电影类型：喜剧,,,,
上映年份：1995,,,,
推荐电影「小萝莉的猴神大叔」,,,,
推荐原因：你标记的「想看」,,,,
豆瓣评分：8.4,,,,
电影类型：喜剧,,,,
上映年份：2015,,,,
推荐电影「利刃出鞘」,,,,
推荐原因：你标记的「想看」,,,,
豆瓣评分：8.2,,,,
电影类型：喜剧,,,,
上映年份：2019,,,,
推荐电影「真爱至上」,,,,
推荐原因：根据你喜欢的演员「凯拉」推荐,,,,
豆瓣评分：8.6,,,,
电影类型：喜剧,,,,
上映年份：2003,,,,
推荐电影「迷失灵魂的素描像」,,,,
推荐原因：根据你喜欢的演员「凯拉」推荐,,,,
豆瓣评分：6.6,,,,
电影类型：喜剧,,,,
上映年份：2005,,,,
推荐电影「我爱贝克汉姆」,,,,
推荐原因：根据你喜欢的演员「凯拉」推荐,,,,
豆瓣评分：6.5,,,,
电影类型：喜剧,,,,
上映年份：2002,,,,
标准之外https://movie.douban.com/subject/30310218/近期上映电影,,,,
豆瓣评分：8.3,,,,
电影类型：喜剧,,,,
上映年份：2019,,,,
香港制造 ,,,,
豆瓣评分：8.2,,,,
电影类型：喜剧,,,,
上映年份：1997,,,,
打擂台https://movie.douban.com/subject/4323691/第30届香港电影金像奖最佳影片,,,,
豆瓣评分：7.1,,,,
电影类型：喜剧,,,,
上映年份：2010,,,,
宝贝计划https://movie.douban.com/subject/1859036/根据你喜欢的演员「古校长」推荐,,,,
豆瓣评分：7.4,,,,
电影类型：喜剧,,,,
上映年份：2006,,,,
麦兜故事https://movie.douban.com/subject/1302476根据你喜欢的「麦兜·当当伴我心」推荐,,,,
豆瓣评分：8.5,,,,
电影类型：喜剧,,,,
上映年份：2001,,,,
无名之辈https://movie.douban.com/subject/27110296根据你喜欢的「我不是药神」推荐,,,,
豆瓣评分：8.1,,,,
电影类型：喜剧,,,,
上映年份：2018,,,,
两小无猜https://movie.douban.com/subject/1308817根据你喜欢的「志明与春娇」推荐,,,,
豆瓣评分：8.0,,,,
电影类型：喜剧,,,,
上映年份：2003,,,,
他其实没那么喜欢你https://movie.douban.com/subject/2161696根据你喜欢的「志明与春娇」推荐,,,,
豆瓣评分：7.8,,,,
电影类型：喜剧,,,,
上映年份：2009,,,,
手机https://movie.douban.com/subject/1308747根据你喜欢的「天下无贼」推荐,,,,
豆瓣评分：7.3,,,,
电影类型：喜剧,,,,
上映年份：2003,,,,
一出好戏https://movie.douban.com/subject/26985127根据你喜欢的「我不是药神」推荐,,,,
豆瓣评分：7.1,,,,
电影类型：喜剧,,,,
上映年份：2018,,,,
一条狗的使命2https://movie.douban.com/subject/27074316根据你喜欢的「宠爱」推荐,,,,
豆瓣评分：7.0,,,,
电影类型：喜剧,,,,
上映年份：2019,,,,
乘风破浪https://movie.douban.com/subject/26862259根据你喜欢的「后会无期」推荐,,,,
豆瓣评分：6.8,,,,
电影类型：喜剧,,,,
上映年份：2017,,,,
受益人https://movie.douban.com/subject/30299311根据你喜欢的「宠爱」推荐,,,,
豆瓣评分：6.6,,,,
电影类型：喜剧,,,,
上映年份：2019,,,,
小小的愿望https://movie.douban.com/subject/30235440根据你喜欢的「宠爱」推荐,,,,
豆瓣评分：5.1,,,,
电影类型：喜剧,,,,
上映年份：2019,,,,
骗中骗https://movie.douban.com/subject/1292269/第46届奥斯卡金像奖,,,,
豆瓣评分：8.7,,,,
电影类型：喜剧,,,,
上映年份：1973,,,,
桃色公寓https://movie.douban.com/subject/1394218/第33届奥斯卡金像奖,,,,
豆瓣评分：8.7,,,,
电影类型：喜剧,,,,
上映年份：1960,,,,
安妮·霍尔https://movie.douban.com/subject/1296987/第50届奥斯卡金像奖,,,,
豆瓣评分：8.6,,,,
电影类型：喜剧,,,,
上映年份：1977,,,,
艺术家https://movie.douban.com/subject/6097775/第84届奥斯卡金像奖,,,,
豆瓣评分：8.4,,,,
电影类型：喜剧,,,,
上映年份：2011,,,,
为黛西小姐开车https://movie.douban.com/subject/1293204/第62届奥斯卡金像奖,,,,
豆瓣评分：8.2,,,,
电影类型：喜剧,,,,
上映年份：1989,,,,
母女情深https://movie.douban.com/subject/1293341/第56届奥斯卡金像奖,,,,
豆瓣评分：8.0,,,,
电影类型：喜剧,,,,
上映年份：1983,,,,
鸟人https://movie.douban.com/subject/20438962/第87届奥斯卡金像奖,,,,
豆瓣评分：7.9,,,,
电影类型：喜剧,,,,
上映年份：2014,,,,
与我同行https://movie.douban.com/subject/1292855/第17届奥斯卡金像奖,,,,
豆瓣评分：7.5,,,,
电影类型：喜剧,,,,
上映年份：1944,,,,
莎翁情史https://movie.douban.com/subject/1300220/第71届奥斯卡金像奖,,,,
豆瓣评分：7.3,,,,
电影类型：喜剧,,,,
上映年份：1998,,,,